-NqUWliDsTgSd_QNEFWNyA,wpQsmMvdhefqIlxvRt_Jbg,DonDon Izakaya,3.0,314,1,2018-11-15 03:21:35,HbWwwpGfdrKzwJBFe59dSw,1.0,1.0,"",Andy,1
H4ECp8d_jYLGHsPCgD5ltw,kemSq9mBxmPaKHQrUXPJ_g,Kupfert & Kim,4.0,127,1,2015-02-27 22:25:43,WwQip1FyLsxyOfBmoLIRRQ,4.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,q3Gmd1TwkivU6H1p0OqxCQ,Balzac's Market Street,4.0,61,1,2015-02-28 19:46:22,GsODuztYpTZJMxRWTeGBrQ,4.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,BUcTdN-rNE8urCCQuxSOQA,Mother's Dumplings,3.0,529,1,2016-09-25 21:13:47,tkm_hzZZafkMSvUiramZ1Q,2.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,GlxE_VRBdSMxzug_d9XnAg,Tuckshop Kitchen,4.5,40,1,2016-09-25 20:56:42,5pjj_a9sygku3B_APUrSLA,4.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,aaL1lgLyDwdP66TkS-XKHA,Empire Espresso,4.0,42,1,2015-02-27 22:45:09,ZuPPgWCmGiYdVltxJkBErQ,5.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,fewQMEWjE3IjW_knrKs-tw,Hello Darling,3.5,45,0,2017-07-18 02:09:58,nr9ooLr9PzpC2LiCeT6h-Q,4.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,LOEZ8zDGly7s-laA1OBIEw,Bricco Wine Bar,3.5,52,0,2017-07-18 01:35:59,-xgKo5gJSMB-9jrYvEzWeA,5.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,TtC5eHiz5igtVsqseM7cbg,Aroma Espresso Bar,2.5,22,1,2015-02-28 18:54:16,5M5s4X63bI594Q5Vn4h7Mg,3.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,1JDRyjdfkE_iSwUGs_ZX1w,Burro Burrito,4.0,62,0,2013-02-23 22:25:27,CV3VhZYIHzaWrucP9FT-dA,4.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,3glVZZh_vyZH1VvPU0307A,Enoteca Sociale,4.0,300,1,2015-04-12 15:58:42,JCh1hbWbkOpxwxBHGLIgSg,4.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,iGEvDk6hsizigmXhDKs2Vg,Seven Lives Tacos Y Mariscos,4.5,1285,1,2015-07-03 21:28:55,2bXhBiqgc7DHkLo-KXLZ3Q,4.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,CyKi4WgsRNpp3jgsxBEcDg,North Shore Pie,4.0,34,0,2015-02-27 22:33:24,98XT1AyugAMZ7wbhJFTRZQ,4.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,U8rorSqaNMqP-SaJY3c0TA,Fuel House,4.0,15,0,2011-12-17 14:30:22,YtNte9aL4jKo7zGpGBUmrg,5.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,Xhf3nW6UahoVpRMkVUlnJA,Te Aro,4.0,169,1,2015-02-27 22:55:33,Did-QqbOCfdmk9LlJzrxxA,5.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,WnUttoJffplgWaQGR2J2Xw,The Saint Tavern,3.5,123,0,2015-02-28 19:56:42,h11AYkoXxcj6blDMd60_3g,4.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,mQzwChF-pbgA75XC7XgSzA,Wallflower,4.0,36,1,2017-07-18 01:55:04,_nqlDPL6tntUfmXV5NP2KQ,5.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,aLcFhMe6DDJ430zelCpd2A,Khao San Road,4.0,1542,1,2015-02-27 22:39:10,JgYSTgs-aTXJJ0XD_5WJWw,5.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,MS-hfug4QDXqb_Mws3qlzA,Grand Electric,3.5,689,1,2016-03-21 23:41:06,aLZaz8DRHn1AVXEdblJ-Bw,4.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,hm0y7QxT-UUmQcF074qV0g,Boxcar Social,4.0,140,1,2016-09-25 21:00:12,_kgZgLe39SLfnRuK4QGi_Q,5.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,wSojc-y-d7MWiGWdy8deCg,Barque Smokehouse,4.0,482,1,2017-07-18 01:38:09,6U7c6E3Gv0fF9vyRywqctg,4.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,nIwtGMkMyx0elLxVFs1D6A,Aztec's Mine,4.0,85,1,2017-07-18 01:45:35,9VzMk4c3VheNoqfSEjI2nQ,4.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,41o1FUbCYKJv2djtnlkzlg,Bar Raval,4.0,266,1,2015-04-12 15:47:07,f6bisbw6PwuZo5QnjPMYSQ,4.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,bbSb-uviEUNlCw1bitAmQg,Baddies,4.0,83,1,2016-09-25 21:04:54,zqB32am13tO6hQ4mAn_lyg,4.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,hkZh4tAa2oJ34i8hxej6Zg,The Gabardine,4.0,377,0,2016-03-26 14:48:56,1X7YeB6VxtfyVkBeuzjy_A,3.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,hcHaWzM5wfdAbCWs4zmmqg,Nodo Restaurant,4.0,168,1,2016-05-28 16:33:25,n50l1y1JLh3zv1upRdthlQ,5.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,LLLB4141aGIgzyMsMg_joA,The Roncy Public,4.0,25,0,2017-07-18 01:49:57,0FObGotn67GuUy3lNPbN0g,3.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,xF2zrVbXtB6TxMBPGJKxog,Cafe Neon,4.0,61,1,2016-03-21 23:47:29,Vm3r4QY6r4dLrrTIS-XVsQ,5.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,qflIO8MUjwBnpY0R9wZ9Nw,Cumbraes,4.0,32,1,2016-09-25 21:07:48,Ez0yfpGTBJykyf6yrXONDw,4.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,CNLiKD4dXz3AZk3KKQ65Ng,Belljar Cafe,3.5,36,0,2015-02-27 22:22:15,7MPpLqPpQ3ICqwYW6pihRQ,3.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,dDYbnQHBi0dqZH2kmiNaSA,Pho Jade,3.5,36,0,2017-07-18 02:07:19,_BoPvDXjGR8VvSWIoS5Ung,2.0,3.94,"",Jenn,80
H4ECp8d_jYLGHsPCgD5ltw,TyCoINxmCnaWVHzWUT3xKQ,Boom Breakfast & Company,3.0,73,1,2015-02-27 23:40:55,kNuVYp46D5dSYPIIE1yUDg,3.0,3.94,"",Jenn,80
H6lRopySbB-chtcuvun-1w,yBGqf8l9NOM3vZFnlxcgzQ,Vivoli,3.0,89,1,2017-01-24 19:14:11,527WBhSt-p7i2y0eVN3YNA,2.0,3.39,"",Kat,23
H6lRopySbB-chtcuvun-1w,F8mE7UVeRjkO4gPsBe6WWg,MAIZ,3.5,18,1,2019-06-29 08:58:30,BwmUB62kCi7iWiSfpFyOTA,2.0,3.39,"",Kat,23
H6lRopySbB-chtcuvun-1w,3ju6l-HjSFxQN2r6K7i1gQ,Taqueria Gus,4.5,21,1,2019-06-29 08:51:22,Duw7ML2q3c7ZBaCrBKvqmQ,5.0,3.39,"",Kat,23
H6lRopySbB-chtcuvun-1w,dGuRCJV66l-K7flfrwEgaA,Mattachioni,4.0,36,1,2017-05-06 17:26:30,ZscF6bbTUenDWzqLJ9GIvw,2.0,3.39,"",Kat,23
H6lRopySbB-chtcuvun-1w,HFPovXxiMQ451N80-E-vyQ,Emporium Latino,4.0,64,1,2019-06-29 09:07:13,QxpBeoblfI2v9PyC2uSt-g,5.0,3.39,"",Kat,23
H6lRopySbB-chtcuvun-1w,MYD9cd9lbYCqN-B6DgCtkQ,Paramount Middle Eastern Kitchen,2.0,55,1,2017-07-18 16:26:26,gY_kupw7tuXuAKJBs2aX7A,1.0,3.39,"",Kat,23
H6lRopySbB-chtcuvun-1w,xK38ZXv5fE8YsRPCHg1sJw,La Chingada,4.0,42,1,2019-06-16 11:56:48,tKZW-YKY23eRFk8yq9IeJA,4.0,3.39,"",Kat,23
H6lRopySbB-chtcuvun-1w,d8Kz48UDfZ0MPuQpGy2r0Q,Kost,3.5,171,1,2019-06-29 09:04:50,_38T_qrh-iBLwOClcjKEnA,3.0,3.39,"",Kat,23
H6lRopySbB-chtcuvun-1w,bbSb-uviEUNlCw1bitAmQg,Baddies,4.0,83,1,2017-01-29 02:28:59,CsXc1MoP-4CbofwN1Tu8CQ,2.0,3.39,"",Kat,23
H6lRopySbB-chtcuvun-1w,hJ2ijTY5NopOSlitox7txQ,Sofra Grill Express,3.5,29,0,2017-01-24 19:12:47,zF69vzaWN1XFYgQGo0h8TA,5.0,3.39,"",Kat,23
H6lRopySbB-chtcuvun-1w,4SyAKQevPuB4punANp41-Q,El Rey Mezcal Bar,3.5,58,1,2017-04-08 19:54:47,CJB0oBJJ91WYjEwB6MXplw,5.0,3.39,"",Kat,23
H6lRopySbB-chtcuvun-1w,ydM0qCPG1cTZvAguCi2ucA,Rhum Corner,4.0,117,1,2017-07-02 16:03:37,PE4fBqAGu0bEh8-xjCCoeg,5.0,3.39,"",Kat,23
H6lRopySbB-chtcuvun-1w,JqCPbQ02W0Jbxrp6X94KQA,Cantanhede O Bairradino,4.0,35,1,2017-01-29 02:35:47,MYYdsW0jJ9Ky3AqJ0pxmSA,5.0,3.39,"",Kat,23
HFItzRohDHZvcKDrM6ABZg,h_4dPV9M9aYaBliH1Eoeeg,Wvrst,4.0,782,1,2011-06-29 13:24:50,w7Wdo0wdSqaP-knULrAvJA,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,4KHo1LnkM69RtWTDBdG16g,31 Kitchen,3.0,48,0,2012-05-29 15:55:15,rOhhVX4HNFDHyKvPXFhmgQ,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,mQkzRJ2I0LGG6Cv4EbEjEQ,Brunchworks Cafe,2.5,31,0,2011-12-05 15:16:46,nTjDw-SA5OU6o0vHrKmN5A,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,G8qvbhfbCyMAeZzYrbmZxA,Carmen,4.0,149,1,2013-04-11 02:35:44,JLcKVjk2FMYKjmHjPfiXeA,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,HkHTdTvzbn-bmeQv_-2u0Q,Bannock,3.5,528,1,2011-10-02 03:54:04,-F3QK8zP70Rb2iRN6ahuAQ,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,4cIUCLqLuV2Y1ZlKfjjTPA,Flor de Sal,4.0,37,1,2015-07-20 18:17:22,9Ck7R_qxqUWCbeUqGQ0haw,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,bDtsc7WTwEJZFuvjXy8wng,Bestellen,3.5,136,0,2012-04-13 14:58:17,vfKp6zvORrCoHvpAnfLJjQ,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,dvbcUnKv2awsIxog7dO4vw,Hong Kong Bistro Cafe,4.0,95,1,2011-09-01 16:39:49,RisvsGFgXtl2R2uh2iV-pg,2.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,h36qA5gnNTgByhxWx1aH-Q,Rock Lobster Food Co,3.5,142,0,2012-12-17 17:30:37,dvZowokImLhjiI0QBT3JVw,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,dvbcUnKv2awsIxog7dO4vw,Hong Kong Bistro Cafe,4.0,95,1,2011-08-31 12:58:10,FiK_0NNqoA4aSXnAZ30ZKw,2.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,kuJRRmmmDUXqwM6kNihXXA,Jump Restaurant,3.5,173,1,2011-07-14 12:35:03,4Nu-xQ8h3yssNQRxfWZ5kg,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,4POPYEONJpkfhWOMx_PyGg,Harbour 60,3.5,234,1,2011-08-12 12:44:31,fKIV1oLSKt66oerdzZiRJA,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,7LURynIRYeS7jcfadeRASg,The Chickery,3.0,123,0,2012-09-19 13:37:24,qdI5kuNupcxvCVjRsh9cHQ,2.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,37kk0IW6jL7ZlxZF6k2QBg,Edulis,4.0,115,1,2012-12-20 21:06:49,Qh0_pO1gSoD6fvuOi63ZbA,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,eQCYur0033RkZdh5VjbF8A,Oliver & Bonacini Café Grill,3.5,226,1,2011-01-26 19:19:25,W0W8CG6p3WLfdFJA6--oOw,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,Zl6csaZ5HBka3SKBphHXrQ,Midi Bistro,3.5,95,1,2011-02-02 03:00:18,IBw5b_99bP6cPyXcFAl52w,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,oJSa5HCiZXKLXxggQmecEQ,Campagnolo,4.0,216,0,2011-05-07 14:50:53,xTtH6-4-5WLugz5RX5eBcg,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,3qTSOuJ-ZyU1L7o62KHSIg,Gio Rana's Really Really Nice Restaurant,4.0,191,1,2012-02-16 15:49:24,fABeUGRCkc0jf09YsWswwA,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,Hc7tNpMVe-SIsLaUbNvtTw,Kultura,3.0,52,0,2013-07-08 16:45:39,nl8oLnpicV23MufmaxPpyw,2.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,se_K9gbKMAECYVnE_0hc_w,Chinese Dumpling House,2.0,9,0,2011-01-26 15:22:33,qkQv211niBoiAwG5yB3K9g,2.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,UWupVhvb1qWZh8rNowJliQ,Woods Restaurant & Bar,4.0,81,1,2013-07-30 13:18:49,YPhNDzTaRROcXlTWfMx_bA,5.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,W9Bh_7mfuUrEAdQBJMVOvA,Sang-Ho Seafood Restaurant,3.5,44,0,2011-07-21 13:28:07,8v7RHE7yiO5Q9-c2j4jNhw,5.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,111d13yLgIdqvpZekgVnbQ,Pallucci,3.0,5,0,2012-03-28 15:32:05,ug5w2Ui7dqZhuv-UlzTKwQ,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,X6Cgn59q3i3vK-lqzVY6gQ,Starbucks,3.0,3,1,2010-12-31 16:40:42,7Yqj-E2TNQ6V5xTAHkzQuw,1.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,tvYID0arhN-shKGUrC1Wsg,Copacabana Brazilian Steak House,3.5,346,1,2011-03-20 04:43:24,ynPVP6RVqOtade1Dsc0DRQ,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,28adZ4lsuUeVB2aWzohK9g,Prohibition Gastrohouse - Queen,3.5,301,1,2012-01-30 15:00:27,eY6sS5M-Qn9PQFlSpDZD0w,2.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,ft5LUuDwmS8ONnI7AooLjQ,The Mad Italian,4.0,25,0,2012-06-21 19:38:31,TbGdHRlbLCJCFdItXKFvFg,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,kuJRRmmmDUXqwM6kNihXXA,Jump Restaurant,3.5,173,1,2011-07-07 13:25:11,0ZE3gTKgNGSds1x2Fx-4-Q,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,cDoo0Pf1d_P79Rq3ZNk-Mw,Kirei Sushi + Bar,3.5,56,0,2012-11-29 14:18:37,Xdgk5WhN5Wn0RjSa-L7vmQ,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,nRZjrWIzqKc26KjpBG0fHg,Cafe Princess,3.5,171,1,2011-03-20 04:41:43,LCfYh1ExR2_Y3rnDX1IGqg,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,cVlW0omVTRaVJqnT-OBBsQ,Piola,3.5,70,0,2012-08-10 17:12:43,S1lD3PVy3lQ07NhYNH3dSQ,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,fRu_POqPowUo6nHSRMjOPw,Victor,4.0,58,1,2013-10-18 15:52:25,ZJGil_a7ywI9OjxltPCE3A,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,cj_9eTPR0JBqk9qt2VmzFw,Hodo Kwaja,4.5,212,1,2011-01-09 01:30:40,2JvMEQ1KZ-dy_QzgbNFkqQ,5.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,ZbnFrow_TRDhpzkzTWAVPg,Fran's Restaurant,2.5,144,1,2012-03-27 18:39:07,m80fG_GTzwj77sra-k_qQA,2.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,mr4FiPaXTWlJ3qGzp4-7Yg,Table 17,4.0,108,0,2014-09-10 13:50:35,650QSmmJ_MaF4WN1V_gFZA,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,fQwB9Z98YEhkJit7c3z51A,The Carbon Bar,4.0,366,1,2014-01-17 20:03:41,euIvgjs9VjIKicYVuVJACQ,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,33IS-0QBNwRC8cXnHABpbg,Bent,3.5,189,0,2013-05-30 16:32:33,1rOr7dnweG_R38p-XGQEHw,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,bQm046mj02fKlNMvoS2SBg,Anatolia Restaurant,4.0,166,1,2011-07-29 12:39:00,u32Rd5s-R1cOJNhRno9npw,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,zs682_KLZ6bwPEgk0OvAyA,BruDa,3.0,9,0,2012-04-09 14:39:51,USjP4aApUyEXXdD-4RLEiw,2.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,dd3GZs6zW2t7BM0cbxAzvg,La Palette,4.0,228,1,2011-10-09 14:28:11,jGZ9JJpHNOqFACvJehonwg,2.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,zYzYmPLViy5Q6u7rmL8AYA,Bloke & 4th,2.5,42,0,2013-07-18 15:51:14,ydHb9viGCU30eaj1mYQthw,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,tN-UYJf-mAbwGQMdFbbjiw,Burgs,3.0,16,0,2011-12-03 17:11:02,Q25O8zRt1FAK2MrS-SkkTA,2.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,QLsi9HiQCuWvnGayRTgO0A,The Pearl of Asia Chinese Cuisine,3.5,3,0,2011-01-15 20:57:43,feDaV9A90X--Dt4RjJ87zw,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,Ww-qDl1G9Kr7igS3ouA_Cw,Boehmer,3.5,128,1,2011-08-29 13:29:30,PcnI64PLZNtbr_5pUflXGg,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,AercPW1B2YVNK3UsiPDkTg,Nota Bene,3.5,261,0,2011-11-04 12:34:52,egMJsxxxHs3KCORuZoxMpg,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,uEDTiYtWzFtJdJqRcPq8Lw,deKEFIR,4.5,116,1,2011-02-25 18:09:53,Tx5DoahGm_QX7BEp-MC-VA,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,T5G-WS6ER0TZ4aZou8Kbfw,Freshwest Grill,3.0,27,1,2011-05-03 14:34:42,rJrz3H5hmVsUN5J-oW6k_Q,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,i34UEze7MD42sP9T93DQTw,Prime,3.0,17,0,2011-06-10 14:11:54,5EXYDTX4hkAnLy6N37nLaA,2.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,mr4FiPaXTWlJ3qGzp4-7Yg,Table 17,4.0,108,0,2011-10-15 13:18:22,j9ifZ2frd8qVbHa_6qHV_w,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,Ww-qDl1G9Kr7igS3ouA_Cw,Boehmer,3.5,128,1,2011-11-09 13:39:04,11MHfWL102TC73JfCvzeKQ,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,OedNdVrDavAlUBV7d9oKXw,Porzia Restaurant,4.0,27,0,2013-10-14 22:23:21,9979hhiaH_uC5XqbkZttdw,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,oRJNUiJQr5UmmMnbeGjjbQ,Yummy Tummy Soup & Bakery,4.5,4,0,2011-02-01 19:31:30,O3kUcl9_x2AZKKv_0V4mFQ,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,O66Zy8Y13VBm72ZDhS4fIg,Sassafraz,3.5,363,1,2013-03-12 13:34:53,05Y3UJuZ-m4_i5JSGbK-IQ,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,uEDTiYtWzFtJdJqRcPq8Lw,deKEFIR,4.5,116,1,2010-10-28 18:03:46,_IOwSMkJMIaYz044qqJOUw,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,ptmG_KjwGVszU0sPpFGXJQ,Scheffler's Delicatessen,4.5,24,1,2011-11-09 13:42:29,wa2FSHlbyTxwH29cjRyz4A,5.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,272a60ze8sADYRR6GyJ3GA,Wanda's Belgian Waffles,3.5,127,0,2011-02-05 22:18:29,vscH3d3LkvEhDKnWmMAlIQ,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,ii_zDR8crbQVJehMMWoCkQ,Marathon Donuts & Coffee Shop,3.5,95,1,2011-07-19 12:38:06,R6jAAsFSBKMp3_VGKKNoyw,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,5awZCHIPylSsb1HdwcXEhg,Burger Bar,3.0,81,0,2011-05-26 13:21:42,Fywrg8YOx44es9otSPamRQ,2.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,6frPvwX14wDH8jju64ewRg,Paese,3.5,54,0,2012-06-21 19:04:07,fFIuDNzKHRiUmdyfLmuKKA,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,AercPW1B2YVNK3UsiPDkTg,Nota Bene,3.5,261,0,2012-01-27 16:49:56,Lp7Z596IPwvfdjXSLdUHyQ,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,3Pa3Y_3rjpjvMfYZLqBPpw,747 Wine Bar,3.5,43,0,2014-01-09 16:57:13,S-86UhXkzJZel76ocrqC4g,2.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,b41zjWT4pzcTgNY04eKAvg,Go For Tea,2.5,181,0,2011-03-22 23:01:15,vg_Yxhha-zN7cVAp-GFPvQ,2.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,PsNvBNvoP5kq4yjjTlYhXw,Agave Y Aguacate,4.0,26,0,2011-06-20 14:18:47,oKfKytPorbB70WSVmdQzpQ,2.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,oRJNUiJQr5UmmMnbeGjjbQ,Yummy Tummy Soup & Bakery,4.5,4,0,2011-01-26 15:04:26,GrCMFFnBM31nZgmHoITItw,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,b41zjWT4pzcTgNY04eKAvg,Go For Tea,2.5,181,0,2011-01-20 03:46:31,1dqiEcEeIuq6Ermk7Vhnrg,3.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,y1AM7MeCN3HaS7SHnxcBfQ,Il Mulino,4.0,61,0,2012-06-25 19:59:20,18sFttpTnuyrTptdzN26TA,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,27_N5P9HZ86IviONPT_twg,Woodlot Restaurant,4.0,263,1,2011-02-10 14:54:07,v99GRJ7611ARYLdy04X61A,5.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
HFItzRohDHZvcKDrM6ABZg,O1TvPrgkK2bUo5O5aSZ7lw,Rol San,3.0,722,1,2010-12-26 05:05:46,Wd2GQvqfsadb57yp9IjM4A,4.0,3.34,"2011,2012,2013,2014,2015,2016",Yvonne,599
